  #  |            identifier             |typ|     coord1 (ICRS,J2000/2000)      |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
-----|-----------------------------------|---|-----------------------------------|---------|---------|---------|---------|---------|---------------|----|----
187  |ASASSN-V J235546.37+623534.0       |cC*|358.9432691172467 +62.5927949748828|     ~   |15.224   |14.654   |14.708   |     ~   |~              |   1|   0
188  |SV* DV 179                         |cC*|075.9840562780800 -67.2213764292500|     ~   |     ~   |15.738   |     ~   |14.982   |~              |  11|   0
189  |OGLE SMC-CEP-4144                  |cC*|017.4212296189900 -71.7387939613000|     ~   |     ~   |17.171   |     ~   |16.561   |~              |   4|   0
190  |SV* HV 12209                       |cC*|078.9894959210500 -65.4951439836900|     ~   |     ~   |15.488   |     ~   |14.722   |~              |   9|   0
191  |V* V1033 Cyg                       |cC*|301.3361043927200 +32.6591130067000|     ~   |     ~   |12.60    |12.59    |     ~   |~              |  48|   0
192  |OGLE LMC-CEP-2138                  |cC*|082.3673213618100 -71.1566652745300|     ~   |     ~   |16.206   |     ~   |15.460   |~              |  10|   0
193  |Gaia DR3 6054453287931249280       |cC*|184.3308071640149 -62.5050707375631|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
194  |Gaia DR3 4257169212984100352       |cC*|277.7575091267729 -05.2913870047500|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
195  |OGLE LMC-CEP-2607                  |cC*|084.2347235308100 -70.2100082924700|     ~   |     ~   |15.728   |     ~   |15.116   |~              |   8|   0
196  |OGLE LMC-CEP-4341                  |cC*|086.1452979707800 -66.9184899367500|     ~   |     ~   |15.751   |     ~   |15.073   |~              |   7|   0
197  |OGLE GD-CEP-501                    |cC*|156.1263042281400 -59.8811561313400|     ~   |     ~   |16.366   |     ~   |13.770   |~              |   4|   0
198  |OGLE LMC-CEP-899                   |cC*|076.3677345552700 -69.3641213079600|     ~   |     ~   |16.011   |     ~   |15.271   |~              |  13|   0
199  |OGLE SMC-CEP-1715                  |cC*|012.9018510375000 -73.6550592538400|     ~   |     ~   |16.194   |     ~   |15.397   |~              |   7|   0
200  |OGLE LMC-CEP-394                   |cC*|073.9228391499600 -68.1154165383300|     ~   |     ~   |15.173   |     ~   |14.359   |~              |   9|   0
201  |V* FF Aql                          |cC*|284.5614512673000 +17.3609159882300|6.61     |6.18     |5.38     |     ~   |     ~   |F6Ib           | 372|   0
202  |ASAS J080822-3222.6                |cC*|122.0938347306600 -32.3766885728600|     ~   |13.013   |11.941   |11.860   |     ~   |~              |   6|   0
203  |[DHG2019] 266                      |cC*|235.89992 -54.70822                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
204  |OGLE SMC-CEP-2926                  |cC*|014.7619992626700 -73.4525634735700|     ~   |     ~   |16.288   |     ~   |15.604   |~              |   7|   0
205  |OGLE LMC-CEP-1985                  |cC*|081.5498258856500 -69.3282643180500|     ~   |17.402   |17.041   |     ~   |16.287   |~              |   9|   0
206  |OGLE SMC-CEP-2436                  |cC*|013.9381347545800 -72.1282406809400|     ~   |     ~   |16.782   |     ~   |16.296   |~              |   4|   0
207  |ASASSN-V J002230.35+644839.6       |cC*|005.6265582574863 +64.8109302273986|     ~   |16.355   |14.230   |13.703   |     ~   |~              |   4|   0
208  |M33SSS J013330.91+302725.8         |cC*|023.3786996301300 +30.4570923457800|     ~   |21.640   |20.615   |     ~   |19.512   |~              |   1|   0
209  |SV* HV 2790                        |cC*|085.3625385040100 -69.1712167509000|     ~   |     ~   |15.737   |     ~   |14.703   |~              |  10|   0
210  |OGLE SMC-CEP-1837                  |cC*|013.0431448692900 -73.2223093585000|     ~   |     ~   |17.932   |     ~   |17.307   |~              |   5|   0
211  |[DHG2019] 692                      |cC*|261.10608 -35.57158                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
212  |PSO J010.9327+41.2784              |cC*|010.93257942000 +41.27842890000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   3|   0
213  |PSO J010.2019+40.8741              |cC*|010.2021868209600 +40.8741187278800|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
214  |OGLE GD-CEP-1161                   |cC*|248.1378496782200 -51.0097997372000|     ~   |     ~   |17.964   |     ~   |14.767   |~              |   5|   0
215  |SV* HV 5890                        |cC*|082.6150941346900 -69.8088619849300|     ~   |16.26    |15.802   |15.33    |15.180   |~              |   7|   0
216  |ZTF J193331.81+231055.4            |cC*|293.3825882210725 +23.1820586946481|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
217  |OGLE SMC-CEP-4775                  |cC*|015.7126263405100 -75.2386109601900|     ~   |     ~   |18.615   |     ~   |18.158   |~              |   2|   0
218  |OGLE SMC-CEP-1374                  |cC*|012.4265763966800 -72.9962265843200|     ~   |18.169   |17.618   |     ~   |16.813   |~              |   7|   0
219  |OGLE SMC-CEP-2064                  |cC*|013.3687499331700 -74.5143467894300|     ~   |     ~   |17.790   |     ~   |17.298   |~              |   5|   0
220  |[DHG2019] 1189                     |cC*|270.09808 -20.77969                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
221  |OGLE SMC-CEP-2218                  |cC*|013.5946293655200 -73.1291525504700|     ~   |16.968   |16.571   |     ~   |15.863   |~              |  10|   0
222  |OGLE GD-CEP-817                    |cC*|190.5643283102300 -66.0514699950100|     ~   |     ~   |16.671   |     ~   |15.431   |~              |   4|   0
223  |OGLE LMC-CEP-4279                  |cC*|085.3382732827900 -74.1666844432100|     ~   |     ~   |17.060   |     ~   |16.299   |~              |   4|   0
224  |SV* HV 12409                       |cC*|072.8462559550500 -70.6333257003400|     ~   |     ~   |14.994   |     ~   |14.257   |~              |   9|   0
225  |OGLE GD-CEP-1323                   |cC*|109.0261038487800 -20.8835637605700|     ~   |     ~   |13.29    |     ~   |11.959   |~              |   6|   0
226  |DIRECT V589 M31A                   |cC*|011.2432378548000 +41.6840531068600|     ~   |21.947   |21.124   |     ~   |20.24    |~              |   4|   0
227  |OGLE SMC-CEP-2870                  |cC*|014.6788583512000 -72.9397227530000|     ~   |18.178   |17.727   |     ~   |17.101   |~              |   5|   0
228  |OGLE SMC-CEP-2208                  |cC*|013.5776674903400 -73.3687740963100|     ~   |17.860   |17.380   |     ~   |16.712   |~              |   7|   0
229  |OGLE SMC-CEP-3626                  |cC*|016.0925670421358 -74.0109305733014|     ~   |     ~   |17.525   |     ~   |16.973   |~              |   3|   0
230  |OGLE SMC-CEP-376                   |cC*|010.1948065803100 -73.9636666606000|     ~   |     ~   |15.598   |     ~   |15.006   |~              |   4|   0
231  |OGLE SMC-CEP-1701                  |cC*|012.8754868453300 -73.3560905847900|16.04    |16.75    |16.51    |     ~   |16.10    |~              |   4|   0
232  |OGLE LMC-CEP-3663                  |cC*|077.7224992204500 -66.5758397664300|     ~   |     ~   |15.553   |     ~   |14.879   |~              |   8|   0
233  |[BMG2013] V80                      |cC*|149.85350 +30.77336                |     ~   |23.892   |23.546   |     ~   |23.069   |~              |   1|   0
234  |OGLE SMC-CEP-2983                  |cC*|014.8496730505500 -72.6149668459900|     ~   |18.199   |17.696   |     ~   |16.983   |~              |   7|   0
235  |OGLE SMC-CEP-1223                  |cC*|012.2125518033000 -73.5706020019700|     ~   |18.171   |17.679   |     ~   |17.016   |~              |   7|   0
236  |OGLE LMC-CEP-3353                  |cC*|092.0336305857400 -68.9497626664800|     ~   |     ~   |15.826   |     ~   |15.199   |~              |   8|   0
237  |OGLE LMC-CEP-4083                  |cC*|082.6395627233500 -66.0720951063400|     ~   |     ~   |16.581   |     ~   |16.064   |~              |   5|   0
238  |OGLE SMC-CEP-4421                  |cC*|018.4623612463100 -72.0625785936800|     ~   |     ~   |16.519   |     ~   |16.013   |~              |   3|   0
239  |OGLE SMC-CEP-2719                  |cC*|014.4155486177700 -73.2771756353400|     ~   |     ~   |17.719   |     ~   |17.240   |~              |   5|   0
240  |OGLE SMC-CEP-866                   |cC*|011.6119492899500 -73.0687985749200|     ~   |17.469   |16.975   |     ~   |16.285   |~              |   7|   0
241  |V* VW Cas                          |cC*|016.4509342199700 +61.7549378196300|     ~   |11.92    |10.67    |     ~   |     ~   |K0             |  82|   0
242  |OGLE SMC-CEP-4024                  |cC*|017.0658698239400 -72.1837967601400|     ~   |     ~   |17.183   |     ~   |16.662   |~              |   4|   0
243  |OGLE LMC-CEP-4017                  |cC*|081.8690523623000 -67.3535570034300|     ~   |     ~   |16.671   |     ~   |15.960   |~              |   4|   0
244  |OGLE SMC-CEP-353                   |cC*|010.1137467705200 -72.9976228435600|     ~   |     ~   |18.031   |     ~   |17.429   |~              |   5|   0
245  |OGLE SMC-T2CEP-38                  |cC*|016.1208427575300 -73.5648942375400|     ~   |     ~   |16.664   |     ~   |16.189   |~              |   7|   0
246  |OGLE LMC-CEP-3706                  |cC*|078.1493692678900 -65.5274116531400|     ~   |     ~   |15.979   |     ~   |15.277   |~              |   8|   0
247  |Gaia DR3 375339429675513600        |cC*|011.5946370932696 +42.3312324288219|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
248  |ASASSN-V J193320.52+201705.8       |cC*|293.3354997623313 +20.2848564989397|     ~   |     ~   |     ~   |13.252   |11.346   |~              |   5|   0
249  |SV* HV 2413                        |cC*|079.1055188140100 -68.8308612520700|     ~   |     ~   |16.050   |     ~   |15.210   |~              |  11|   0
250  |[BS63] V42                         |cC*|009.34221 +39.78325                |     ~   |21.9     |     ~   |     ~   |     ~   |~              |   2|   0
251  |PSO J009.9974+40.5450              |cC*|009.9975323535200 +40.5450445037400|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
252  |OGLE LMC-CEP-962                   |cC*|076.6649111294000 -70.7229289172200|     ~   |     ~   |15.169   |     ~   |14.962   |~              |   7|   0
253  |OGLE LMC-CEP-4110                  |cC*|083.0429694025500 -66.7807390960300|     ~   |     ~   |15.607   |     ~   |14.840   |~              |   7|   0
254  |OGLE LMC-CEP-4009                  |cC*|081.7503809722100 -67.4560741981000|     ~   |     ~   |15.998   |     ~   |15.425   |~              |   5|   0
255  |UCAC4 782-044140                   |cC*|357.7653591520259 +66.3892047994328|     ~   |     ~   |     ~   |13.988   |     ~   |~              |   3|   0
256  |ZTF J193103.54+204300.0            |cC*|292.7647561869345 +20.7166871799394|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
257  |NMS M31V27                         |cC*|010.91931712000 +41.21256142000    |     ~   |     ~   |     ~   |20.93    |20.682   |~              |   4|   0
258  |OGLE SMC-CEP-2061                  |cC*|013.3659318318000 -73.4170323782900|     ~   |16.839   |16.189   |     ~   |15.453   |F8:            |  11|   0
259  |CRTS J203401.5-422533              |cC*|308.5057805206200 -42.4253458903400|     ~   |     ~   |14.56    |     ~   |     ~   |~              |   2|   0
260  |SV* HV 12586                       |cC*|080.7686897021200 -70.5205142797400|     ~   |     ~   |15.254   |     ~   |14.369   |~              |  10|   0
261  |OGLE GD-CEP-1072                   |cC*|234.9809880289500 -57.8022799225200|     ~   |     ~   |18.851   |     ~   |16.060   |~              |   5|   0
262  |ATO J297.5151+27.4628              |cC*|297.5151902293420 +27.4628448089017|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
263  |OGLE GD-CEP-1047                   |cC*|231.6615271195100 -56.7487893023000|     ~   |     ~   |18.806   |     ~   |14.003   |~              |   4|   0
264  |V* V377 Sge                        |cC*|292.3540424872500 +19.1564043180700|     ~   |16.232   |14.295   |13.581   |11.819   |~              |  10|   0
265  |OGLE LMC-CEP-702                   |cC*|075.4457013470900 -68.6944296967000|     ~   |16.58    |15.918   |15.45    |15.056   |~              |  16|   0
266  |NSVS 1967015                       |cC*|053.5926926662500 +54.6072446541100|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   5|   0
267  |V* TT Tuc                          |cC*|016.4077158513900 -71.8433172385400|     ~   |     ~   |16.546   |     ~   |15.943   |F              |   9|   0
268  |PSO J009.7050+40.6526              |cC*|009.70500845000 +40.65260783000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
269  |OGLE LMC-CEP-1219                  |cC*|077.9916564355500 -71.1482392052000|     ~   |     ~   |15.877   |     ~   |15.208   |~              |   8|   0
270  |OGLE GD-CEP-1189                   |cC*|253.0321163221899 -44.1060933501300|     ~   |     ~   |     ~   |     ~   |16.092   |~              |   4|   0
271  |[DHG2019] 188                      |cC*|228.03704 -57.80306                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
272  |V* GS Vul                          |cC*|297.1104154097500 +21.5373867523000|     ~   |     ~   |     ~   |14.958   |     ~   |~              |   8|   0
273  |EV* M31 V0458                      |cC*|010.16108 +40.52861                |     ~   |     ~   |21.70    |     ~   |     ~   |~              |   2|   0
274  |PSO J010.3026+41.4088              |cC*|010.30264431000 +41.40881333000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
275  |OGLE SMC-CEP-208                   |cC*|008.7987225006100 -73.7217869453400|     ~   |     ~   |14.404   |     ~   |13.620   |~              |   7|   0
276  |OGLE BLG-T2CEP-599                 |cC*|265.3330934337800 -28.7377216412700|     ~   |     ~   |     ~   |     ~   |16.871   |~              |   6|   0
277  |OGLE LMC-CEP-981                   |cC*|076.7601462534200 -68.8929929689300|     ~   |17.22    |16.580   |16.16    |15.867   |~              |   9|   0
278  |OGLE SMC-CEP-4287                  |cC*|017.9080474571100 -73.4162177191500|     ~   |     ~   |17.354   |     ~   |16.685   |~              |   5|   0
279  |NSVS 15181598                      |cC*|102.7778491205400 -11.3374444369800|     ~   |     ~   |13.946   |     ~   |12.183   |~              |  11|   0
280  |OGLE LMC-CEP-3723                  |cC*|078.3422679534300 -65.5034731192600|     ~   |     ~   |16.116   |     ~   |15.372   |~              |   7|   0
281  |OGLE LMC-CEP-2252                  |cC*|082.8378403732200 -67.9964125044000|     ~   |     ~   |15.050   |     ~   |14.080   |~              |   7|   0
282  |OGLE GD-CEP-848                    |cC*|193.9464914590600 -64.6916431784200|     ~   |     ~   |     ~   |     ~   |14.675   |~              |   5|   0
283  |OGLE LMC-CEP-3837                  |cC*|079.4560589914800 -70.5153414304200|     ~   |     ~   |15.594   |     ~   |15.066   |~              |   2|   0
284  |OGLE GD-CEP-762                    |cC*|183.1788200764300 -62.7459441490500|     ~   |     ~   |17.446   |     ~   |14.181   |~              |   5|   0
